6-Pgd_1-488,6-Pgd_1-BG,6-Pgd_1-568,6-Pgd_1-BG,6-Pgd_2-488,6-Pgd_2-BG,6-Pgd_2-568,6-Pgd_2-BG,6-Pgd_3-488,6-Pgd_3-BG,6-Pgd_3-568,6-Pgd_3-BG,6-Pgd_4-488,6-Pgd_4-BG,6-Pgd_4-568,6-Pgd_4-BG,6-Pgd_5-488,6-Pgd_5-BG,6-Pgd_5-568,6-Pgd_5-BG,6-Pgd_6-488,6-Pgd_6-BG,6-Pgd_6-568,6-Pgd_6-BG,6-Pgd_7-488,6-Pgd_7-BG,6-Pgd_7-568,6-Pgd_7-BG,6-Pgd_8-488,6-Pgd_8-BG,6-Pgd_8-568,6-Pgd_8-BG,6-Pgd_9-488,6-Pgd_9-BG,6-Pgd_9-568,6-Pgd_9-BG,6-Pgd_10-488,6-Pgd_10-BG,6-Pgd_10-568,6-Pgd_10-BG,6-Pgd_10-488,6-Pgd_10-BG,6-Pgd_10-568,6-Pgd_10-BG,6-Pgd_11-488,6-Pgd_11-BG,6-Pgd_11-568,6-Pgd_11-BG,6-Pgd_11-488,6-Pgd_11-BG,6-Pgd_11-568,6-Pgd_11-BG,6-Pgd_12-488,6-Pgd_12-BG,6-Pgd_12-568,6-Pgd_12-BG,6-Pgd_13-488,6-Pgd_13-BG,6-Pgd_13-568,6-Pgd_13-BG,6-Pgd_14-488,6-Pgd_14-BG,6-Pgd_14-568,6-Pgd_14-BG,6-Pgd_1-488,6-Pgd_1-BG,6-Pgd_1-568,6-Pgd_1-BG,6-Pgd_2-488,6-Pgd_2-BG,6-Pgd_2-568,6-Pgd_2-BG,6-Pgd_3-488,6-Pgd_3-BG,6-Pgd_3-568,6-Pgd_3-BG,6-Pgd_4-488,6-Pgd_4-BG,6-Pgd_4-568,6-Pgd_4-BG,6-Pgd_5-488,6-Pgd_5-BG,6-Pgd_5-568,6-Pgd_5-BG
28.217,0.239,12.47,0.458,24.905,0.239,15.691,0.458,19.158,0.519,6.621,0.422,30.887,0.486,15.541,0.672,31.547,0.486,12.186,0.672,18.233,0.031,15.178,0.072,7.505,0.039,7.215,0.044,27.698,0.303,17.483,0.878,34.574,1.822,21.226,1.111,22.125,0.056,13.158,0.167,24.577,0.056,14.832,0.167,14.978,0.486,12.342,0.453,14.591,0.486,12.877,0.453,13.741,0.05,11.914,0.106,13.715,0.044,9.623,0.072,18.328,0.031,13.105,0.072,27.031,0.186,11.53,0.311,22.965,0.181,10.144,0.365,14.137,0.2,12.619,0.637,9.525,0.034,10.044,0.091,12.296,0.118,11.46,0.177
28.201,0.211,12.292,0.464,25.081,0.211,15.726,0.464,19.236,0.45,6.607,0.442,30.903,0.536,15.212,0.656,31.683,0.536,12.131,0.656,18.181,0.033,15.242,0.056,7.508,0.042,7.221,0.028,28.088,0.158,17.64,0.442,34.425,1.875,21.191,1.114,22.533,0.05,13.267,0.139,24.091,0.05,14.733,0.139,14.925,0.522,12.349,0.517,14.445,0.522,12.565,0.517,13.594,0.031,11.754,0.158,13.493,0.028,9.414,0.097,18.079,0.011,12.757,0.067,26.914,0.147,11.343,0.308,23.204,0.179,10.212,0.422,14.235,0.188,12.474,0.66,9.531,0.039,9.939,0.073,12.308,0.125,11.399,0.175
28.338,0.217,12.33,0.425,24.937,0.217,15.662,0.425,19.302,0.422,6.57,0.369,30.957,0.506,15.217,0.686,31.726,0.506,12.13,0.686,18.104,0.025,15.304,0.089,7.448,0.047,7.191,0.047,28.047,0.169,17.647,0.389,35.008,1.883,21.499,1.139,22.49,0.053,13.329,0.136,24.316,0.053,14.622,0.136,15.051,0.489,12.204,0.464,14.554,0.489,12.676,0.464,13.612,0.028,11.622,0.117,13.465,0.036,9.382,0.064,17.993,0.022,12.558,0.047,27.002,0.145,11.189,0.322,23.259,0.19,10.128,0.388,14.152,0.206,12.324,0.655,9.403,0.023,9.813,0.068,12.363,0.122,11.414,0.215
28.328,0.222,12.223,0.431,24.95,0.222,15.573,0.431,19.19,0.436,6.578,0.408,30.557,0.525,14.925,0.725,31.355,0.525,11.86,0.725,18.12,0.031,15.329,0.069,7.407,0.019,7.205,0.044,27.784,0.097,17.504,0.247,34.507,1.897,21.119,1.061,22.341,0.033,13.123,0.169,24.38,0.033,14.536,0.169,14.837,0.464,12.037,0.422,14.227,0.464,12.391,0.422,13.53,0.042,11.431,0.197,13.554,0.028,9.28,0.069,18.099,0.019,12.44,0.064,27.201,0.184,11.166,0.338,23.398,0.243,10.198,0.388,14.188,0.197,12.195,0.651,9.194,0.039,9.659,0.093,12.441,0.104,11.542,0.184
28.042,0.239,12.095,0.369,25.23,0.239,15.519,0.369,18.861,0.392,6.417,0.411,30.495,0.497,14.776,0.667,31.3,0.497,11.744,0.667,18.167,0.056,15.19,0.103,7.325,0.022,7.217,0.058,27.91,0.119,17.498,0.325,35.166,1.814,21.489,1.231,22.536,0.047,13.253,0.142,23.925,0.047,14.426,0.142,14.7,0.506,11.849,0.461,14.063,0.506,12.288,0.461,13.437,0.039,11.352,0.111,13.466,0.022,9.213,0.092,17.977,0.017,12.225,0.061,26.38,0.186,10.903,0.342,23.057,0.143,9.968,0.374,14.095,0.19,12.03,0.617,9.533,0.052,10.152,0.098,12.579,0.122,11.566,0.222
28.055,0.208,11.994,0.422,25,0.208,15.452,0.422,19.264,0.444,6.464,0.411,30.409,0.525,14.701,0.633,31.531,0.525,11.559,0.633,18.259,0.033,15.282,0.069,7.436,0.036,7.192,0.042,28.321,0.208,17.798,0.494,35.141,2.025,21.348,1.111,22.037,0.047,13.022,0.106,24.17,0.047,14.264,0.106,14.58,0.422,11.777,0.497,13.644,0.422,11.806,0.497,13.218,0.028,11.169,0.111,13.428,0.044,9.152,0.072,18.019,0.019,12.082,0.056,26.045,0.163,10.676,0.268,22.711,0.202,9.788,0.376,14.096,0.175,11.887,0.698,9.536,0.025,10.052,0.095,12.644,0.129,11.525,0.206
27.896,0.242,11.944,0.358,25.011,0.242,15.411,0.358,19.334,0.461,6.439,0.389,30.486,0.536,14.533,0.622,31.638,0.536,11.659,0.622,18.286,0.014,15.24,0.106,7.369,0.017,7.196,0.05,28.022,0.247,17.529,0.531,34.667,1.947,21.047,1.067,22.448,0.053,13.261,0.153,24.217,0.053,14.238,0.153,14.42,0.472,11.574,0.489,13.709,0.472,11.732,0.489,13.103,0.044,10.947,0.128,13.437,0.028,9.051,0.086,17.95,0.028,11.978,0.075,25.184,0.179,10.383,0.293,22.387,0.152,9.577,0.317,14.088,0.172,11.854,0.655,9.252,0.034,9.8,0.075,12.665,0.127,11.585,0.163
27.726,0.189,11.811,0.367,25.072,0.189,15.428,0.367,19.329,0.461,6.424,0.369,30.509,0.481,14.5,0.664,31.648,0.481,11.491,0.664,18.179,0.033,15.287,0.092,7.299,0.042,7.201,0.042,28.043,0.172,17.45,0.397,34.967,1.858,21.092,1.131,22.701,0.047,13.275,0.156,24.143,0.047,14.239,0.156,14.35,0.475,11.362,0.45,13.567,0.475,11.649,0.45,13.109,0.014,10.914,0.144,13.535,0.033,9.099,0.108,17.911,0.033,11.898,0.067,25.511,0.156,10.388,0.231,22.685,0.2,9.69,0.351,13.961,0.188,11.664,0.658,9.105,0.043,9.739,0.095,12.626,0.102,11.537,0.195
27.955,0.194,11.765,0.356,25.148,0.194,15.279,0.356,19.379,0.433,6.41,0.422,30.381,0.533,14.434,0.725,31.511,0.533,11.435,0.725,18.128,0.025,15.237,0.078,7.303,0.025,7.16,0.069,27.612,0.167,17.125,0.414,34.997,1.894,21.116,1.106,22.297,0.042,13.033,0.156,23.811,0.042,14.078,0.156,14.373,0.469,11.345,0.467,13.527,0.469,11.598,0.467,13.076,0.039,10.758,0.117,13.552,0.047,9.025,0.111,17.905,0.039,11.745,0.061,26.006,0.154,10.467,0.288,23.024,0.204,9.742,0.37,13.912,0.17,11.517,0.703,8.966,0.029,9.627,0.07,12.668,0.125,11.54,0.193
27.972,0.269,11.782,0.472,25.155,0.269,15.176,0.472,19.131,0.456,6.429,0.408,30.367,0.617,14.166,0.614,31.46,0.617,11.425,0.614,18.209,0.022,15.143,0.072,7.315,0.025,7.183,0.064,27.723,0.128,17.286,0.339,34.195,1.739,20.718,1.05,22.479,0.039,13.24,0.161,23.671,0.039,13.997,0.161,14.188,0.439,11.29,0.453,13.347,0.439,11.36,0.453,12.92,0.025,10.724,0.139,13.43,0.039,8.92,0.075,17.829,0.019,11.75,0.056,26.095,0.172,10.383,0.329,23.117,0.159,9.763,0.374,13.962,0.181,11.564,0.628,9.143,0.032,9.618,0.095,12.627,0.127,11.486,0.172
28.142,0.228,11.786,0.461,25.011,0.228,15.123,0.461,19.375,0.464,6.417,0.444,30.183,0.517,13.981,0.653,31.65,0.517,11.327,0.653,18.174,0.042,15.242,0.086,7.29,0.044,7.169,0.047,28.147,0.139,17.598,0.433,35.028,1.889,20.974,1.133,22.376,0.05,13.064,0.125,23.783,0.05,14.072,0.125,14.184,0.508,11.166,0.533,13.065,0.508,11.133,0.533,12.841,0.025,10.585,0.131,13.375,0.044,8.913,0.094,17.793,0.033,11.707,0.064,26.117,0.188,10.433,0.279,23.143,0.177,9.72,0.327,13.892,0.161,11.361,0.58,8.979,0.039,9.622,0.07,12.624,0.132,11.502,0.193
28.063,0.197,11.706,0.431,24.87,0.197,15.108,0.431,19.31,0.414,6.338,0.319,30.01,0.503,13.893,0.65,31.324,0.503,11.183,0.65,18.179,0.025,15.205,0.083,7.224,0.036,7.118,0.031,27.715,0.108,17.186,0.242,34.084,1.944,20.477,1.161,22.12,0.044,12.917,0.175,23.777,0.044,14.092,0.175,14.135,0.486,11.085,0.536,12.891,0.486,10.865,0.536,12.886,0.039,10.525,0.136,13.215,0.025,8.802,0.092,17.472,0.025,11.453,0.067,26.275,0.143,10.345,0.297,23.139,0.184,9.743,0.385,13.904,0.156,11.415,0.655,8.928,0.023,9.617,0.066,12.569,0.166,11.526,0.177
27.871,0.231,11.686,0.389,24.856,0.231,15.05,0.389,18.902,0.406,6.224,0.347,29.655,0.511,13.675,0.556,30.68,0.511,11.076,0.556,18.28,0.017,15.203,0.075,7.273,0.036,7.136,0.061,27.819,0.114,17.308,0.317,34.822,1.861,20.745,1.006,22.208,0.061,12.992,0.15,23.556,0.061,14.009,0.15,13.959,0.447,11.072,0.464,12.792,0.447,10.786,0.464,12.612,0.033,10.345,0.122,13.143,0.025,8.782,0.106,17.401,0.025,11.365,0.067,26.329,0.184,10.323,0.306,23.282,0.22,9.745,0.429,13.92,0.186,11.421,0.599,9.261,0.036,9.802,0.073,12.463,0.12,11.485,0.159
27.704,0.236,11.636,0.381,24.824,0.236,15.033,0.381,18.99,0.431,6.276,0.461,29.53,0.492,13.584,0.717,30.702,0.492,11.027,0.717,18.232,0.031,15.236,0.089,7.296,0.019,7.162,0.05,28.018,0.192,17.439,0.392,34.333,1.925,20.539,1.025,21.853,0.047,12.843,0.139,23.853,0.047,14.11,0.139,13.829,0.411,10.86,0.467,12.9,0.411,10.798,0.467,12.717,0.031,10.403,0.122,13.089,0.042,8.8,0.089,17.327,0.047,11.409,0.078,26.314,0.209,10.234,0.313,23.354,0.22,9.708,0.399,13.937,0.195,11.343,0.574,9.012,0.043,9.659,0.057,12.73,0.136,11.479,0.195
27.614,0.261,11.618,0.369,24.739,0.261,14.927,0.369,19.19,0.417,6.324,0.356,29.876,0.525,13.673,0.683,31.164,0.525,10.954,0.683,18.302,0.036,15.301,0.075,7.289,0.022,7.041,0.05,27.312,0.114,17.021,0.253,34.027,1.833,20.343,1.114,22.333,0.044,13.034,0.189,23.86,0.044,14.018,0.189,13.774,0.467,10.785,0.467,12.568,0.467,10.584,0.467,12.573,0.033,10.252,0.119,13.243,0.028,8.794,0.086,17.403,0.025,11.326,0.069,26.467,0.188,10.304,0.349,23.444,0.259,9.719,0.388,13.883,0.22,11.297,0.673,8.967,0.027,9.744,0.079,12.775,0.134,11.556,0.211
27.471,0.2,11.582,0.35,24.748,0.2,14.964,0.35,19.36,0.386,6.299,0.381,29.589,0.494,13.315,0.619,31.275,0.494,10.933,0.619,18.132,0.031,15.201,0.117,7.24,0.014,7.124,0.078,27.586,0.1,17.084,0.275,34.139,1.847,20.405,1.086,22.303,0.044,13.105,0.156,23.982,0.044,13.999,0.156,13.663,0.478,10.772,0.511,12.52,0.478,10.452,0.511,12.549,0.042,10.224,0.131,13.059,0.053,8.675,0.044,17.189,0.025,11.238,0.078,26.069,0.2,10.192,0.299,23.246,0.209,9.656,0.385,13.918,0.177,11.297,0.637,8.771,0.027,9.381,0.079,12.793,0.141,11.503,0.2
27.309,0.203,11.52,0.394,24.707,0.203,14.891,0.394,19.177,0.361,6.268,0.372,29.623,0.553,13.26,0.672,31.086,0.553,10.939,0.672,18.122,0.033,15.099,0.103,7.173,0.025,7.053,0.047,27.398,0.158,16.986,0.733,34.251,1.911,20.372,0.989,21.642,0.058,12.791,0.164,23.89,0.058,14.079,0.164,13.602,0.517,10.691,0.469,12.43,0.517,10.439,0.469,12.309,0.028,10.078,0.164,13.05,0.044,8.609,0.119,16.956,0.017,11.083,0.081,24.793,0.181,9.827,0.265,22.582,0.204,9.261,0.322,13.778,0.17,11.237,0.612,8.784,0.018,9.494,0.079,12.679,0.138,11.413,0.141
27.368,0.236,11.503,0.442,24.699,0.236,14.876,0.442,19.36,0.506,6.31,0.389,29.646,0.492,13.127,0.656,31.071,0.492,10.793,0.656,18.2,0.019,15.284,0.094,7.173,0.025,7.105,0.047,27.381,0.094,17.042,0.225,33.91,1.75,20.168,1.119,21.665,0.047,12.779,0.175,23.88,0.047,14.119,0.175,13.511,0.503,10.599,0.444,12.316,0.503,10.265,0.444,12.274,0.056,10.042,0.125,12.958,0.047,8.562,0.125,16.969,0.025,11.102,0.081,25.14,0.125,9.923,0.274,23.013,0.161,9.431,0.331,13.905,0.181,11.207,0.565,8.74,0.039,9.331,0.082,12.599,0.125,11.433,0.152
27.544,0.286,11.524,0.4,24.699,0.286,14.851,0.4,19.263,0.428,6.289,0.4,29.394,0.436,12.951,0.686,31.082,0.436,10.698,0.686,18.287,0.028,15.288,0.089,7.262,0.025,7.078,0.05,27.581,0.089,17.065,0.239,34.441,1.883,20.514,1.125,21.77,0.022,12.81,0.161,23.835,0.022,14.115,0.161,13.352,0.508,10.468,0.461,12.204,0.508,10.157,0.461,12.288,0.033,9.906,0.131,12.869,0.033,8.505,0.106,16.686,0.031,11.036,0.075,24.959,0.152,9.818,0.259,22.859,0.2,9.331,0.32,13.747,0.211,11.117,0.605,8.812,0.036,9.47,0.061,12.491,0.12,11.363,0.188
27.502,0.219,11.446,0.411,24.746,0.219,14.713,0.411,19.273,0.447,6.213,0.369,29.139,0.503,12.924,0.717,30.962,0.503,10.683,0.717,18.258,0.039,15.306,0.097,7.21,0.039,7.106,0.05,27.62,0.069,17.178,0.253,34.161,1.758,20.315,1.194,21.871,0.075,13.088,0.156,23.742,0.075,14.135,0.156,13.239,0.442,10.417,0.483,12.13,0.442,10.003,0.483,12.14,0.028,9.886,0.178,12.934,0.033,8.55,0.083,16.762,0.019,11.081,0.064,24.475,0.141,9.721,0.256,22.715,0.175,9.203,0.37,13.635,0.179,11.067,0.621,8.535,0.039,9.313,0.075,12.311,0.107,11.369,0.188
27.589,0.256,11.475,0.414,24.582,0.256,14.595,0.414,19.315,0.394,6.237,0.444,29.228,0.556,12.784,0.603,30.959,0.556,10.637,0.603,18.287,0.031,15.231,0.081,7.215,0.025,7.036,0.058,27.113,0.069,16.871,0.233,34.044,1.822,20.328,1.086,21.553,0.056,12.806,0.128,23.859,0.056,14.032,0.128,13.221,0.478,10.458,0.486,11.989,0.478,9.931,0.486,12.072,0.028,9.909,0.122,13.018,0.053,8.661,0.106,16.791,0.036,11.09,0.058,24.467,0.141,9.695,0.247,22.659,0.195,9.273,0.308,13.736,0.166,11.098,0.653,8.37,0.027,9.125,0.091,12.581,0.12,11.411,0.188
27.491,0.247,11.47,0.408,24.624,0.247,14.689,0.408,19.427,0.45,6.275,0.383,29.034,0.506,12.758,0.694,31.068,0.506,10.676,0.694,18.245,0.019,15.258,0.086,7.145,0.036,6.985,0.064,27.464,0.078,17.072,0.206,33.7,1.803,19.975,1.033,21.157,0.025,12.541,0.147,23.874,0.025,14.095,0.147,13.004,0.478,10.083,0.469,11.862,0.478,9.814,0.469,11.982,0.028,9.781,0.133,13.114,0.025,8.565,0.092,16.858,0.033,11.131,0.092,24.295,0.177,9.678,0.283,22.646,0.179,9.163,0.363,13.673,0.2,11.18,0.608,8.605,0.039,9.234,0.086,12.503,0.145,11.394,0.188
27.626,0.233,11.459,0.383,24.583,0.233,14.669,0.383,19.418,0.397,6.346,0.367,29.129,0.464,12.665,0.703,31.047,0.464,10.614,0.703,18.255,0.022,15.188,0.092,7.142,0.039,7.037,0.061,27.353,0.208,17.025,0.508,33.661,1.831,19.917,1.089,21.785,0.05,13.025,0.175,23.843,0.05,14.21,0.175,12.998,0.469,10.215,0.45,11.803,0.469,9.781,0.45,11.91,0.028,9.661,0.111,13.092,0.05,8.635,0.069,16.832,0.028,11.106,0.056,24.816,0.145,9.715,0.281,22.895,0.188,9.321,0.37,13.609,0.19,11.037,0.633,8.218,0.029,8.966,0.075,12.548,0.143,11.452,0.172
27.631,0.253,11.505,0.347,24.592,0.253,14.587,0.347,19.158,0.375,6.193,0.422,28.618,0.514,12.519,0.633,30.559,0.514,10.556,0.633,18.23,0.022,15.257,0.092,7.111,0.042,6.96,0.064,27.672,0.072,17.136,0.211,34.065,1.822,20.097,1.117,21.74,0.05,12.999,0.178,23.721,0.05,14.157,0.178,12.781,0.417,9.982,0.447,11.606,0.417,9.618,0.447,11.751,0.05,9.527,0.131,12.941,0.019,8.604,0.089,16.51,0.017,10.987,0.083,24.661,0.177,9.729,0.304,22.816,0.184,9.214,0.374,13.559,0.211,10.982,0.549,8.254,0.027,8.974,0.07,12.661,0.093,11.462,0.163
27.543,0.233,11.438,0.422,24.413,0.233,14.565,0.422,19.633,0.372,6.365,0.428,29.013,0.492,12.485,0.633,31.131,0.492,10.728,0.633,18.297,0.014,15.3,0.131,7.121,0.014,7.011,0.039,27.22,0.144,16.894,0.311,34.537,1.828,20.424,1.111,21.648,0.039,13.043,0.192,23.55,0.039,14.172,0.192,12.702,0.408,9.866,0.403,11.524,0.408,9.539,0.403,11.755,0.033,9.559,0.136,12.911,0.031,8.513,0.111,16.387,0.022,10.99,0.075,24.141,0.161,9.58,0.351,22.652,0.175,9.103,0.372,13.545,0.17,10.943,0.664,8.262,0.034,8.996,0.082,12.562,0.113,11.44,0.204
27.528,0.253,11.481,0.403,24.395,0.253,14.553,0.403,19.634,0.447,6.4,0.364,28.675,0.481,12.47,0.708,30.799,0.481,10.681,0.708,18.326,0.031,15.222,0.1,7.101,0.022,6.947,0.061,27.543,0.089,17.175,0.189,34.114,1.728,20.196,1.153,21.693,0.061,13.13,0.183,23.625,0.061,14.306,0.183,12.647,0.464,9.908,0.364,11.241,0.464,9.318,0.364,11.579,0.033,9.471,0.131,12.744,0.036,8.469,0.067,16.161,0.033,10.858,0.083,23.866,0.145,9.453,0.306,22.464,0.143,9.06,0.336,13.536,0.175,10.96,0.605,8.267,0.039,9.061,0.084,12.602,0.125,11.34,0.197
27.47,0.186,11.452,0.4,24.325,0.186,14.643,0.4,19.412,0.406,6.34,0.361,28.571,0.5,12.34,0.667,30.72,0.5,10.52,0.667,18.382,0.022,15.267,0.067,7.089,0.036,6.958,0.061,27.649,0.042,17.225,0.244,34.201,1.822,20.36,1.039,21.937,0.036,13.248,0.181,23.408,0.036,14.254,0.181,12.491,0.419,9.883,0.461,11.261,0.419,9.348,0.461,11.472,0.025,9.406,0.119,12.842,0.031,8.425,0.097,16.137,0.036,10.867,0.075,24.485,0.168,9.641,0.274,22.823,0.181,9.176,0.379,13.451,0.17,10.879,0.619,8.151,0.041,8.953,0.095,12.517,0.159,11.332,0.179
27.193,0.219,11.412,0.414,24.179,0.219,14.516,0.414,19.554,0.397,6.393,0.414,28.384,0.456,12.218,0.761,30.777,0.456,10.68,0.761,18.266,0.017,15.228,0.086,7.113,0.028,6.999,0.067,27.154,0.047,16.908,0.192,33.556,1.875,19.945,1.119,21.017,0.047,12.744,0.175,23.655,0.047,14.365,0.175,12.404,0.469,9.782,0.467,10.993,0.469,9.123,0.467,11.454,0.061,9.358,0.169,12.856,0.056,8.428,0.083,16.102,0.025,10.875,0.072,24.151,0.134,9.553,0.322,22.81,0.154,9.208,0.39,13.589,0.184,10.966,0.569,8.216,0.029,9.174,0.109,12.553,0.109,11.257,0.193
27.265,0.242,11.418,0.394,24.167,0.242,14.54,0.394,19.665,0.436,6.378,0.517,28.48,0.508,12.199,0.697,30.765,0.508,10.671,0.697,18.26,0.028,15.279,0.086,7.054,0.047,6.917,0.044,27.61,0.1,17.291,0.272,34.127,1.875,20.214,1.103,21.389,0.064,12.979,0.133,23.475,0.064,14.379,0.133,12.5,0.444,9.703,0.453,10.982,0.444,9.085,0.453,11.519,0.042,9.341,0.147,12.851,0.036,8.514,0.089,16.008,0.025,10.802,0.067,23.766,0.145,9.436,0.293,22.54,0.184,9.04,0.356,13.586,0.186,11.021,0.644,7.865,0.045,8.902,0.066,12.584,0.104,11.161,0.211
26.877,0.222,11.371,0.411,24.188,0.222,14.483,0.411,19.675,0.436,6.373,0.419,28.551,0.497,12.158,0.658,30.788,0.497,10.634,0.658,18.192,0.019,15.237,0.094,7.073,0.042,6.901,0.053,27.291,0.056,16.934,0.222,34.253,1.786,20.296,1.078,21.616,0.064,13.154,0.117,23.574,0.064,14.469,0.117,12.473,0.486,9.674,0.414,11.119,0.486,9.109,0.414,11.556,0.047,9.293,0.147,12.777,0.028,8.509,0.092,15.887,0.017,10.865,0.097,23.332,0.134,9.363,0.324,22.192,0.138,8.803,0.404,13.424,0.166,10.925,0.673,7.828,0.032,8.703,0.091,12.405,0.145,11.238,0.184
26.614,0.25,11.272,0.397,24.097,0.25,14.508,0.397,19.84,0.408,6.5,0.353,28.499,0.439,12.114,0.628,31.003,0.439,10.673,0.628,18.321,0.014,15.3,0.089,7.094,0.022,6.917,0.05,27.483,0.081,17.143,0.192,33.917,1.881,20.127,1.036,21.913,0.05,13.454,0.161,23.706,0.05,14.504,0.161,12.382,0.447,9.782,0.475,10.996,0.447,9.05,0.475,11.364,0.056,9.194,0.128,12.733,0.028,8.439,0.086,15.621,0.022,10.746,0.064,22.366,0.134,9.16,0.288,22.028,0.143,8.698,0.342,13.372,0.184,10.904,0.646,7.707,0.027,8.521,0.077,12.358,0.145,11.133,0.184
26.418,0.211,11.259,0.361,24.23,0.211,14.481,0.361,19.732,0.422,6.437,0.406,28.049,0.567,12.04,0.669,30.673,0.567,10.601,0.669,18.252,0.025,15.182,0.086,7.022,0.044,6.878,0.033,27.147,0.067,16.934,0.2,33.664,1.842,20.011,1.064,21.808,0.058,13.339,0.147,23.466,0.058,14.488,0.147,12.293,0.481,9.703,0.472,10.786,0.481,8.84,0.472,11.293,0.053,9.165,0.1,12.562,0.042,8.35,0.064,15.484,0.017,10.63,0.069,22.608,0.145,9.13,0.249,22.012,0.145,8.737,0.313,13.413,0.179,10.967,0.669,7.915,0.052,8.935,0.068,12.256,0.095,11.1,0.166
26.624,0.197,11.351,0.408,24.035,0.197,14.462,0.408,19.588,0.442,6.404,0.408,27.988,0.5,11.963,0.703,30.334,0.5,10.51,0.703,18.323,0.033,15.334,0.081,7.046,0.022,6.977,0.058,27.269,0.044,16.93,0.172,33.418,1.933,19.862,1.086,21.494,0.067,13.285,0.119,23.472,0.067,14.549,0.119,12.008,0.444,9.361,0.417,10.732,0.444,8.883,0.417,11.251,0.039,9.128,0.153,12.551,0.028,8.387,0.1,15.277,0.017,10.595,0.092,22.667,0.113,9.24,0.245,22.144,0.161,8.678,0.363,13.414,0.202,10.906,0.558,7.748,0.036,8.823,0.073,12.327,0.12,11.187,0.168
26.746,0.222,11.381,0.439,23.887,0.222,14.47,0.439,19.391,0.389,6.332,0.422,27.93,0.461,11.967,0.653,30.11,0.461,10.433,0.653,18.309,0.017,15.266,0.114,7.043,0.031,6.934,0.047,26.99,0.061,16.892,0.169,33.316,1.817,19.907,1.147,21.721,0.058,13.411,0.169,23.391,0.058,14.516,0.169,12.133,0.436,9.516,0.436,10.574,0.436,8.813,0.436,11.175,0.058,9.108,0.106,12.527,0.05,8.371,0.081,15.166,0.028,10.536,0.061,22.415,0.154,9.144,0.224,22.046,0.15,8.715,0.322,13.295,0.2,10.85,0.608,7.724,0.05,8.669,0.098,12.5,0.098,11.214,0.215
26.57,0.281,11.359,0.411,23.767,0.281,14.373,0.411,19.536,0.453,6.325,0.378,27.8,0.472,11.903,0.614,30.083,0.472,10.415,0.614,18.216,0.047,15.173,0.075,7.011,0.033,6.883,0.053,26.921,0.064,16.878,0.222,33.308,1.892,19.943,1.156,21.215,0.058,13.232,0.142,23.465,0.058,14.68,0.142,12.102,0.461,9.544,0.417,10.524,0.461,8.823,0.417,11.2,0.022,9.069,0.114,12.548,0.042,8.367,0.114,15.203,0.028,10.527,0.083,22.445,0.156,9.107,0.254,22.153,0.179,8.628,0.322,13.241,0.19,10.878,0.624,7.541,0.043,8.69,0.102,12.598,0.122,11.16,0.236
26.58,0.256,11.265,0.392,23.825,0.256,14.34,0.392,19.274,0.381,6.347,0.403,27.585,0.544,11.811,0.642,29.832,0.544,10.289,0.642,18.306,0.017,15.26,0.106,6.984,0.033,6.901,0.064,26.844,0.072,16.712,0.222,33.848,1.872,20.168,1.058,21.021,0.042,13.145,0.153,23.503,0.042,14.628,0.153,11.987,0.442,9.498,0.422,10.462,0.442,8.702,0.422,11.117,0.039,9.108,0.125,12.644,0.039,8.424,0.133,15.184,0.028,10.563,0.103,22.22,0.143,9.063,0.243,22.053,0.154,8.613,0.37,13.081,0.186,10.586,0.612,7.761,0.045,8.763,0.07,11.989,0.111,10.908,0.19
26.017,0.178,11.237,0.425,23.932,0.178,14.388,0.425,18.986,0.464,6.212,0.403,27.173,0.439,11.745,0.722,29.164,0.439,10.297,0.722,18.268,0.019,15.245,0.103,6.96,0.006,6.847,0.056,26.645,0.086,16.606,0.222,32.699,1.733,19.562,0.972,20.983,0.05,13.079,0.153,23.543,0.05,14.843,0.153,11.829,0.422,9.349,0.467,10.46,0.422,8.722,0.467,11.064,0.044,8.973,0.1,12.519,0.036,8.362,0.106,15.023,0.031,10.484,0.072,21.993,0.141,8.992,0.24,22.141,0.156,8.666,0.329,12.898,0.154,10.524,0.61,7.348,0.043,8.252,0.066,11.733,0.1,10.691,0.161
25.695,0.206,11.182,0.386,23.924,0.206,14.396,0.386,19.215,0.461,6.308,0.394,27.367,0.436,11.68,0.689,29.504,0.436,10.302,0.689,18.248,0.025,15.156,0.086,6.937,0.011,6.875,0.056,26.381,0.036,16.494,0.164,33.093,1.683,19.834,1,20.588,0.044,12.949,0.178,23.475,0.044,14.864,0.178,11.712,0.422,9.308,0.481,10.313,0.422,8.67,0.481,11.053,0.039,8.999,0.114,12.505,0.033,8.331,0.078,14.956,0.022,10.461,0.056,22.36,0.109,9.071,0.283,22.207,0.17,8.566,0.329,12.528,0.163,10.217,0.526,7.447,0.061,8.491,0.098,11.378,0.104,10.482,0.143
